record_id,policy_id,entry_type,update_type,update_level,update_level_var,description,date_announced,date_start,date_end,date_end_spec,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,ISO_L2,city,type,type_sub_cat,type_new_admin_coop,type_vac_cat,type_vac_mix,type_vac_reg,type_vac_purchase,type_vac_group,type_vac_group_rank,type_vac_who_pays,type_vac_dist_admin,type_vac_loc,type_vac_cost_num,type_vac_cost_scale,type_vac_cost_unit,type_vac_cost_gov_perc,type_vac_amt_num,type_vac_amt_scale,type_vac_amt_unit,type_vac_amt_gov_perc,type_text,institution_cat,institution_status,institution_conditions,target_init_same,target_country,target_geog_level,target_region,target_province,target_city,target_intl_org,target_other,target_who_what,target_who_gen,target_direction,travel_mechanism,compliance,enforcer,dist_index_high_est,dist_index_med_est,dist_index_low_est,dist_index_country_rank,pdf_link,link,collab,collab_id,date_updated,recorded_date,confirmed_cases,deaths,recovered,new_tests,total_tests,total_tests_per_thousand,tests_units,total_vaccinations,daily_vaccinations,total_vaccinations_per_hundred,daily_vaccinations_per_million,Rank_FP,Score_FP,muni_IDC,dispersive_IDC,constraining_IDC,sfi_SFI,ti_cpi_TI,pop_WDI_PW,gdp_WDI_PW,growth_WDI_PW,lnpop_WDI_PW,lngdp_WDI_PW,disap_FA,polpris_FA,latentmean_FA,transparencyindex_HR,EmigrantStock_EMS
R_1loYiB8H6dOkxTdEs,330495Es,new_entry,,,"","St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice""",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below),,"",,,,,,"","","","","","","","","","","",,,,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-05-16,2022-05-16T23:59:59Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_1loYiB8H6dOkxTdEt,330495Et,new_entry,,,"","St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice""",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),,"",,,,,,"","","","","","","","","","","",,,,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-05-16,2022-05-16T23:59:59Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_1loYiB8H6dOkxTdGe,330495Ge,new_entry,,,"","St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice""",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18),,"",,,,,,"","","","","","","","","","","",,,,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-05-16,2022-05-16T23:59:59Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dYfEfbgboCrLKQEs,330495Es,update,Change of Policy,Relaxing,timing of policy relaxing,"St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice"" UPDATE: Before it was all schools closed. Now also the university is closed",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below),,"",,,,,,"","","","","","","","","","","",,,Preschool or childcare facilities closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08 ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-01-21,2022-01-21T14:03:21Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dYfEfbgboCrLKQEt,330495Et,update,Change of Policy,Relaxing,timing of policy relaxing,"St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice"" UPDATE: Before it was all schools closed. Now also the university is closed",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),,"",,,,,,"","","","","","","","","","","",,,Primary Schools closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08 ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-01-21,2022-01-21T14:03:21Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dYfEfbgboCrLKQGe,330495Ge,update,Change of Policy,Relaxing,timing of policy relaxing,"St. Vincent & the Grenadines: ""UWI Open Campus Will Close From Monday April 6th Until Further Notice"" UPDATE: Before it was all schools closed. Now also the university is closed",2020-04-03,2020-04-06,,The policy’s end date is unknown or unreported,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18),,"",,,,,,"","","","","","","","","","","",,,Secondary Schools closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3p9yyK5HGHfUs08 ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/uwi-open-campus-will-close-from-monday-april-6th-until-further-notice/,CoronaNet (original),,2022-01-21,2022-01-21T14:03:21Z,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_27CDa22cHT4WUy5Es,330495Es,update,,,"","Saint Vincent & the Grenadines (04.07.2020): Schools in SVG will not reopen on the scheduled date of Tuesday 14th April 2020. We will reasess the situation in two weeks time ."" UPDATE: Before schools have been closed until April 14th, not it is prolonged for 2 more weeks",2020-04-07,2020-04-14,2020-04-28,The policy has a clear end date,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below),,"",,,,,,"","","","","","","","","","","",,,Preschool or childcare facilities closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3095VNFCvdcgkUF ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/update-delayed-reopening-of-schools-in-svg-due-to-covid-19-pandemic/ ; https://news784.com/local-news/schools-across-svg-will-remain-closed-for-two-more-weeks/,CoronaNet (original),,2020-04-09,2020-04-09T07:41:55Z,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_27CDa22cHT4WUy5Et,330495Et,update,,,"","Saint Vincent & the Grenadines (04.07.2020): Schools in SVG will not reopen on the scheduled date of Tuesday 14th April 2020. We will reasess the situation in two weeks time ."" UPDATE: Before schools have been closed until April 14th, not it is prolonged for 2 more weeks",2020-04-07,2020-04-14,2020-04-28,The policy has a clear end date,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),,"",,,,,,"","","","","","","","","","","",,,Primary Schools closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3095VNFCvdcgkUF ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/update-delayed-reopening-of-schools-in-svg-due-to-covid-19-pandemic/ ; https://news784.com/local-news/schools-across-svg-will-remain-closed-for-two-more-weeks/,CoronaNet (original),,2020-04-09,2020-04-09T07:41:55Z,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_27CDa22cHT4WUy5Ge,330495Ge,update,,,"","Saint Vincent & the Grenadines (04.07.2020): Schools in SVG will not reopen on the scheduled date of Tuesday 14th April 2020. We will reasess the situation in two weeks time ."" UPDATE: Before schools have been closed until April 14th, not it is prolonged for 2 more weeks",2020-04-07,2020-04-14,2020-04-28,The policy has a clear end date,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18),,"",,,,,,"","","","","","","","","","","",,,Secondary Schools closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_3095VNFCvdcgkUF ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/update-delayed-reopening-of-schools-in-svg-due-to-covid-19-pandemic/ ; https://news784.com/local-news/schools-across-svg-will-remain-closed-for-two-more-weeks/,CoronaNet (original),,2020-04-09,2020-04-09T07:41:55Z,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VxwI4yPpXBatV9Es,330495Es,update,,,"","Saint Vincent & the Grenadines (04.16.2020 till 04.21.2020): ""The re-opening of schools which should have taken place earlier this week on Tuesday was postponed.

The situation would be reviewed on April 21st and a proposed date for the resumption of classes will be advanced, this according to Minister Of Health Luke Browne in his daily update on COVID-19."" UPDATE: Schools remain closed. Decision will be reviewed 04.21.2020",2020-04-16,2020-04-16,2020-04-21,The policy has a clear end date,Saint Vincent and the Grenadines,VCT,VC,National,1,,,,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below),,"",,,,,,"","","","","","","","","","","",,,Preschool or childcare facilities closed/locked down,"",Yes,Saint Vincent and the Grenadines,"One or more countries, but not all countries",,,,,,All Residents (Citizen Residents + Foreign Residents),,,,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),,,,,https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_By9TVoKcwjxdm3n ; https://tummgmt.eu.qualtrics.com/Q/File.php?F=F_30c3pV2LytJqZze,https://news784.com/local-news/re-opening-of-schools-in-svg-to-be-reviewed-on-april-21st/,CoronaNet (original),,2020-04-17,2020-04-17T10:25:19Z,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
