init_country,init_prov,init_city,target_country_regions,target_country_exception,target_province,target_city,target_other,target_city_exceptions,event_description,type,target_who_what,travel_direction,travel_mechanism,date_announced,date_start,date_end,date_collected,date_published,link,title,author,Publication,date_published_2,link2,title2,author2,publication2
Taiwan,,,Hong Kong,,,,,,"Persons returning to Taiwan from most of Europe, plus persons who have transferred through China, Hong Kong, Macau, and Dubai, must quarantine in-home for 14 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/14/20,03/17/20,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/6q57qJkOZt2iLorwqGI5Zw?typeid=158,"Starting 2 pm of March 14, travelers yet on board leaving 27 European countries or Dubai are required to practice a 14-day home quarantine after entering Taiwan",Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Taiwan,,,Macau,,,,,,"Persons returning to Taiwan from most of Europe, plus persons who have transferred through China, Hong Kong, Macau, and Dubai, must quarantine in-home for 14 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/14/20,03/17/20,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/6q57qJkOZt2iLorwqGI5Zw?typeid=158,"Starting 2 pm of March 14, travelers yet on board leaving 27 European countries or Dubai are required to practice a 14-day home quarantine after entering Taiwan",Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Taiwan,,,United Arab Emirates,,,Dubai,,,"Persons returning to Taiwan from most of Europe, plus persons who have transferred through China, Hong Kong, Macau, and Dubai, must quarantine in-home for 14 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/14/20,03/17/20,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/6q57qJkOZt2iLorwqGI5Zw?typeid=158,"Starting 2 pm of March 14, travelers yet on board leaving 27 European countries or Dubai are required to practice a 14-day home quarantine after entering Taiwan",Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Taiwan,,,Taiwan,,,,,,The CECC emphasizes that citizens should avoid any nonessential travel abroad and that all inbound travelers will be subject to a 14-day home quarantine upon arrival in Taiwan.,External Border Restrictions,All Citizens,Outbound,All Travel Mechanisms,3/20/20,3/20/20,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/qaBvfAzLOukWMMGyNubKWw?typeid=158,CECC raises travel notice for all countries to Level 3: Warning; advises against all nonessential travel,Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Taiwan,,,Taiwan,,,,,,The CECC emphasizes that citizens should avoid any nonessential travel abroad and that all inbound travelers will be subject to a 14-day home quarantine upon arrival in Taiwan.,Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/20/20,3/20/20,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/qaBvfAzLOukWMMGyNubKWw?typeid=158,CECC raises travel notice for all countries to Level 3: Warning; advises against all nonessential travel,Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Taiwan,,,China,,,,,,Taiwan suspension of all tours to China on Taiwanese travel agencies,External Border Restrictions,Citizen Travelers,Outbound,All Travel Mechanisms,,1/24/20,,03/21/20,1/30/20,https://focustaiwan.tw/society/202001300017,Taiwan to extend halt on all tours to China until end of February,"Wang, Shu-fen; Lin, Kin",Focus Taiwan,,,,,
Taiwan,,,Hong Kong,,,,,,Taiwan suspends all tours to Hong Kong,External Border Restrictions,Citizen Travelers,Outbound,All Travel Mechanisms,2/6/20,2/7/20,,03/21/20,2/6/20,https://focustaiwan.tw/society/202002060014,"Taiwan halts all tours to Hong Kong, Macau","Wang, Shu-fun; Chiang, Yi-ching",Focus Taiwan,,,,,
Taiwan,,,Macau,,,,,,Taiwan suspends all tours to Macau,External Border Restrictions,Citizen Travelers,Outbound,All Travel Mechanisms,2/6/20,2/7/20,,03/21/20,2/6/20,https://focustaiwan.tw/society/202002060014,"Taiwan halts all tours to Hong Kong, Macau","Wang, Shu-fun; Chiang, Yi-ching",Focus Taiwan,,,,,
Taiwan,,,Cruise ships,,,,,,Taiwan bans all international cruise ships,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Cruise ships,2/6/20,,,03/21/20,3/20/20,https://www.cdc.gov.tw/En/Bulletin/Detail/91k5k7M3AjnFGHnYsArIFw?typeid=158,Central Epidemic Command Center (CECC) announces international cruise ships will be banned from calling at ports of Taiwan starting from February 6,Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,,,,,
Italy,,,Taiwan,,,,,,Italy bans all flights from China,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,2/1/20,2/1/20,04/28/20,03/21/20,2/1/20,https://focustaiwan.tw/society/202002010004,"CAL, EVA affected by Italy's suspension of Taiwan flights","Lee, Hsin-yin",Focus Taiwan,,,,,
Taiwan,,,Taiwan,,,,,,Taiwan bans healthcare workers from travelling abroad,Health Resource,Health Staff,Outbound,All Travel Mechanisms,2/23/20,2/23/20,06/30/20,03/21/20,2/23/20,https://focustaiwan.tw/society/202002230009,Taiwan bans its healthcare professionals from traveling abroad,"Chen, Wei-ting; Chen, Yun-yu; Yeh, Joseph",Focus Taiwan,2/27/20,http://www.taipeitimes.com/News/taiwan/archives/2020/02/27/2003731704,Virus Outbreak: Medical personnel travel ban until June 30,"Lee, I-chia",Taipei Times
Taiwan,,,All Countries,,,,,,Taiwan bars all foreign nationals,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/18/20,,,03/21/20,3/18/20,https://focustaiwan.tw/society/202003180007,CORONAVIRUS/Taiwan to bar entry of foreign nationals to combat COVID-19 (update),"Chang, Ming-hsuan; Huang, Frances; Chen, Christie",Focus Taiwan,,,,,
Ghana,,,All Countries,,,,,,Ghana bars all foreign nationals,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/15/20,3/17/20,,03/21/20,3/15/20,https://twitter.com/moigovgh/status/1239197635006943235,Travel Advisory,Republic of Ghana,Twitter,,,,,
Ghana,,,All Countries,,,,,,Ghananian citizens must self quarantine for 14 days upon renentry,Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,3/15/20,3/17/20,,03/21/20,3/15/20,https://twitter.com/moigovgh/status/1239197635006943235,Travel Advisory,Republic of Ghana,Twitter,,,,,
Kenya,,,All Countries,,,,,,travelers coming into Kenya from countries that have reported COVID 19 suspended,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,,,03/21/20,3/15/20,https://twitter.com/MOH_Kenya/status/1239206143106449409,NA,Kenya Ministry of Healh,Twitter,,,,,
Kenya,,,Kenya,,,,,,Schools closed,Closure of schools,Residents ,NA,NA,3/16/20,,,03/21/20,3/15/20,https://twitter.com/MOH_Kenya/status/1239206143106449409,NA,Kenya Ministry of Healh,Twitter,,,,,
Morocco,,,Algeria,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Belgium,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,China,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,France,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Germany,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Italy,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Netherlands,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Portugal,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Morocco,,,Spain,,,,,,Moroccan governments supsends all flights,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Nambia,,,Qatar,,,,,,Namibian governemnt suspends inbound and outbound flights for 30 days,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/14/20,04/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Nambia,,,Ethiopia,,,,,,Namibian governemnt suspends inbound and outbound flights for 30 days,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/14/20,04/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Nambia,,,Germany,,,,,,Namibian governemnt suspends inbound and outbound flights for 30 days,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,3/14/20,04/14/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
South Africa,,,South Africa,,,,,,President Ramaphosa announces national sate of disaster,Declaration of Emergency,NA,NA,NA,3/15/20,3/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
South Africa,,,All Countries,,,,,,All travelers who have entered South Africa from high risk countries since mid February will be required to present themselves for testing,Health Monitoring,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
South Africa,,,All Countries,,,,,,Any traveler who has visited high risk country in the past 30 days will be denied a visa,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
South Africa,,,South Africa,,,,,,"35 out of 53 lands ports of entry wil be closed, as well as 2 of 8 seaports",External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Seaports,3/15/20,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Argentina,,,All Countries,,,,,,Closing borders to all incoming foreigners for at least 2 weeks,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/15/20,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Bolivia,,,Europe,,,,,,Cessation of all flights to and from Europe,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Flights,,03/12/20,,03/21/20,NA,http://www.presidencia.gob.bo/index.php/prensa/noticias/1235-coronavirus-bolivia-suspende-labores-educativas-vuelos-desde-y-hacia-europa-e-intensifica-el-control-en-fronteras,"Coronavirus: Bolivia suspende labores educativas, vuelos desde y hacia Europa e intensifica el control en fronteras","Ministerio de la Presidencia, Bolivia","Ministerio de la Presidencia, Bolivia",,,,,
Bolivia,,,All Countries,,,,,,Any person entering will be subject to medical screening outlined by the World Health Organization,Health Testing,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/12/20,,03/21/20,NA,http://www.presidencia.gob.bo/index.php/prensa/noticias/1235-coronavirus-bolivia-suspende-labores-educativas-vuelos-desde-y-hacia-europa-e-intensifica-el-control-en-fronteras,"Coronavirus: Bolivia suspende labores educativas, vuelos desde y hacia Europa e intensifica el control en fronteras","Ministerio de la Presidencia, Bolivia","Ministerio de la Presidencia, Bolivia",,,,,
Canada,,,United States,,,,,,"Canada to close border with US; The measure allows trade to continue but restricts non-essential travel, such as tourism, from Canada. Canadian nationals who daily commute to the United States for work would still be allowed in",External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Land Border,3/18/20,03/21/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Canada,,,All Countries,,,,,,"Canada was blocking the entry of anyone who is not a Canadian citizen or permanent resident, except for airplane crews, diplomats, immediate family members of Canadian citizens",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/16/20,3/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Chile,,,All Countries,,,,,,Government to close borders to all foreigners for undetermined period,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms, ,03/18/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Chile,,,All Countries,,,,,,Chileans returining home from areas with a significant number of cases of corona must quarantine for 14 days,Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms, ,03/18/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Colombia,,,Venezuela,,,,,,Chile to shut down 7 border crossings along border with Venezuela,External Border Restrictions,All (Travelers + Residents),Inbound/Outbound,Land Border,3/13/20,3/13/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Colombia,,,Europe,,,,,,Colombia will bar entry to any foreigner who has been to Europe or Asia within the past 14 days,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/14/20,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Colombia,,,Asia,,,,,,Colombia will bar entry to any foreigner who has been to Europe or Asia within the past 14 days,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/14/20,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Colombia,,,Europe,,,,,,Colombians who return from affected areas will be subject to mandatory quarantine for 14 days.,Quarantine,Foreign Traveler,Inbound,All Travel Mechanisms,3/14/20,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Colombia,,,Asia,,,,,,Colombians who return from affected areas will be subject to mandatory quarantine for 14 days.,Quarantine,Foreign Traveler,Inbound,All Travel Mechanisms,3/14/20,03/16/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Costa Rica,,,All Countries,,,,,,The government announced on March 16 that it would close its borders to all coming foreigners effective March 18. ,External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/16/20,03/18/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Costa Rica,,,All Countries,,,,,,Costa Rican citizens and permanent residents who arrive in the country will be subject to a mandatory 14-day quarantine.,Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,3/16/20,03/18/20,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Dominican Republic,,,Milan,,,,,,Flights from Milan to Dominican Republic cancelled,External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,Flights,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Dominican Republic,,,Italy,,,,,," Passengers from China or Italy, including those without any sign of Covid-19 symptoms, may have to quarantine at home.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Dominican Republic,,,China,,,,,," Passengers from China or Italy, including those without any sign of Covid-19 symptoms, may have to quarantine at home.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Dominican Republic,,,Cruise ships,,,,,,Incoming cruise ships also may be barred from docking.,External Border Restrictions,All (Travelers + Residents),Inbound,Cruise ships,,,,03/21/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
