"entry_type","entry_type_2_TEXT","entry_type_3_TEXT","notes_correction","notes_update","event_description","type","type_15_TEXT","type_quarantine","type_quarantine_4_TEXT","type_quarantine_5_TEXT","type_num_quarantine_days","type_ext_restrict","type_num_mass_gathering","type_schools","type_business","type_business_6_TEXT","type_health_resource","type_num_masks","type_num_ventilators","type_num_ppe","type_num_hand_sanit","type_num_test_kits","type_other_health_materials","type_num_hospitals","type_num_quaranCen","type_num_medCen","type_num_pubTest","type_num_research","type_other_health_infra","type_num_doctors","type_num_nurses","type_num_volunt","type_other_health_staff","type_other","init_country","init_country_level","index_prov","init_city","init_other_level","init_other","target_geog_level","target_country_region","target_country_197_TEXT","target_region_14_TEXT","target_geog_sublevel","target_province","target_city","target_other","target_who_what","target_who_what_10_TEXT","target_direction","travel_mechanism","travel_mechanism_9_TEXT","compliance","compliance_3_TEXT","enforcer","enforcer_7_TEXT","date_announced","date_start","date_end","sources_matrix_1_1","sources_matrix_1_2","sources_matrix_1_3","sources_matrix_1_4","sources_matrix_2_1","sources_matrix_2_2","sources_matrix_2_3","sources_matrix_2_4","sources_matrix_3_1","sources_matrix_3_2","sources_matrix_3_3","sources_matrix_3_4","sources_matrix_4_1","sources_matrix_4_2","sources_matrix_4_3","sources_matrix_4_4","sources_matrix_5_1","sources_matrix_5_2","sources_matrix_5_3","sources_matrix_5_4","sources_matrix_6_1","sources_matrix_6_2","sources_matrix_6_3","sources_matrix_6_4","sources_matrix_7_1","sources_matrix_7_2","sources_matrix_7_3","sources_matrix_7_4","source_file_Id","source_file_Name","source_file_Size","source_file_Type","notes","record_id","ra_check","check","validation","correct_record_match","policy_id"
"New Entry",NA,NA,NA,NA,"Myanmar announces COVID-19 hotlines for any reporting or inquiring about COVID-19.","Public Awareness Campaigns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myanmar","No, it is at the national level","Myanmar",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Provincial/State Government,Other (Please specify in the text box)","Health Quarantine Unit (Yangon Airport), Regional Departments of Public Health","03-21-2020","03-21-2020",NA,"04-02-2020","https://www.mmtimes.com/news/myanmar-remains-virus-free-announces-covid-19-hotlines.html","The Myanmar Times","Myanmar remains virus-free, announces COVID-19 hotlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1EgRsvzErhdB7ct","04-02-2020+Myanmar remains virus-free, announces COVID-19 hotlines .pdf",855771,"application/pdf",NA,"9915428",NA,0,TRUE,"9915428","9915428"
"New Entry",NA,NA,NA,NA,"Turkey has put a limit on all passengers taking public transport within and between cities. Public transport will from now on only accept passengers up to 50% of the entire carriage capacity of the vehicle.","Internal Border Restrictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turkey","No, it is at the national level","Turkey",NA,NA,NA,"One or more countries, but not all countries","Turkey","","","","","","","All (Travelers + Residents)","","Inbound/Outbound","Trains,Buses,Seaports,Cruises,Ferries,Other (please specify)","Trams","Mandatory (Unspecified/Implied)",NA,"Police,Other (Please specify in the text box)","Military Police (Gendarmerie)","03-24-2020","03-24-2020",NA,"03-24-2020","https://www.aa.com.tr/tr/koronavirus/marketlere-ve-toplu-tasima-araclarina-yonelik-koronavirus-tedbirleri-artirildi/1776781","Anadolu Agency","Marketlere ve toplu taşıma araçlarına yönelik koronavirüs tedbirleri artırıldı",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2COgQdnXYsgM1CA","04-02-2020_Marketlere ve toplu taşıma araçlarına yönelik koronavirüs tedbirleri artırıldı.pdf",434528,"application/pdf",NA,"5390438",NA,0,TRUE,"5390438","5390438"
"New Entry",NA,NA,NA,NA,"All people entering or leaving Timor Leste are subjected to temperature checks at their point of arrival/exit. Announced 27 March 2020.","Internal Border Restrictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timor Leste","No, it is at the national level","Timor Leste",NA,NA,NA,"All countries","All","","","","","","","All (Travelers + Residents)","","Inbound/Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"03-27-2020","03-28-2020","04-26-2020","04-03-2020","http://timor-leste.gov.tl/wp-content/uploads/2020/03/02-DL-Medidas-Exec-Dec-Est-Emerg-p-Dec-Pres-Rep-A-01-ENG_FULL-DOC_MC_REV_final-version-B-02-VLL-final.pdf","Government of Timor Leste","Government Decree No. 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3mf7jQW3vOVeZVb","04.03.2020_Government Decree no3.pdf",99254,"application/pdf",NA,"7233974",NA,0,TRUE,"7233974","7233974"
"New Entry",NA,NA,NA,NA,"Luxemburg is declaring a state of crisis on 17 March, which gives the Government the possibility to set up emergency measures in order to face the crisis. Thus, a regulatory and legal framework is established, in line with the Luxembourg Constitution: the scope covered by this Article is limited to measures which cannot be taken in good time through the normal legislative procedure. The Chamber of Deputies can, at every moment, suspend or revoke the state of crisis: Parliamentary control is this fully guaranteed.","Declaration of Emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg","No, it is at the national level","Luxembourg",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"03-17-2020","03-18-2020",NA,"04-03-2020","https://msan.gouvernement.lu/en/actualites.gouvernement%2Ben%2Bactualites%2Btoutes_actualites%2Bcommuniques%2B2020%2B03-mars%2B17-declaration-premier-chd.html","Ministry of Health LU","Declaration of the Prime Minister at the Chamber of Deputies: Stay at Home!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1LGtrkz633FMTOp","Luxemburg 17.03.2020.pdf",1738290,"application/pdf",NA,"8998642",NA,0,TRUE,"8998642","8998642"
"New Entry",NA,NA,NA,NA,"Canada, NB, March 19 ""The provincial government today declared a state of emergency under section 12 of the Emergency Measures Act to enhance measures to help contain the spread of COVID-19 (the novel coronavirus).""","Declaration of Emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Yes, it is at the province/state level","Canada5",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"Provincial/State Government",NA,"03-19-2020","03-19-2020",NA,"04-02-2020","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.03.0139.html","Government of NB","REVISED / State of emergency declared in response to COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2Qf8J9m2kf9rgyJ","04-02-2020_REVISED _ State of emergency declared in response to COVID-19.pdf",115224,"application/pdf",NA,"7605119",NA,0,TRUE,"7605119","7605119"
"New Entry",NA,NA,NA,NA,"Canada, NB, March 25 ""Beginning today, restrictions will be implemented for all travellers arriving in New Brunswick from outside the province. Interprovincial travellers, like international travellers, will need to self-isolate for 14 days.
All unnecessary travel into New Brunswick is prohibited, and peace officers are authorized to turn away visitors when they attempt to enter.""","Internal Border Restrictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Yes, it is at the province/state level","Canada5",NA,NA,NA,"One or more countries, but not all countries","Canada","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"Provincial/State Government",NA,"03-25-2020","03-25-2020",NA,"04-02-2020","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.03.0155.html","Government of NB","Eight new cases of COVID-19; border checks to be conducted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sbTc3GXy52WBlDP","04-20-2020_Eight new cases of COVID-19; border checks to be conducted.pdf",98233,"application/pdf",NA,"4872492",NA,0,TRUE,"4872492","4872492"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_2z8tvDT2vbXGLhh",NA,"The original school closure only went to March 31st, it has been extended to April 20th.","Connecticut has cancelled all public school classes through April 20th.","Closure of Schools",NA,NA,NA,NA,NA,NA,NA,"Primary Schools (generally for children ages 10 and below),Secondary Schools (generally for children ages 10 to 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States","Yes, it is at the province/state level","United States8",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory with Legal Penalties (Jail Time)",NA,"Provincial/State Government",NA,"03-15-2020","03-24-2020","04-22-2020","03-24-2020","https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7L.pdf?la=en","State of Connecticut","EXECUTIVE ORDER NO. 7L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_ebXHnuBw6AkUmn7","04-02-2020_Executive-Order-No-7L.pdf",467657,"application/pdf",NA,"5652013",NA,0,TRUE,"5652013","R_2z8tvDT2vbXGLhh"
"New Entry",NA,NA,NA,NA,"Honduras implemented a national curfew of 9:00am-6:00pm from March 20-March 29. People can only leave their homes to go to the supermarket, hospital, pharmacy, and essential workplace.","Curfew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Honduras","No, it is at the national level","Honduras",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Police",NA,"03-21-2020","03-21-2020","03-29-2020","03-21-2020","https://www.elheraldo.hn/pais/1365840-466/toque-de-queda-honduras-coronavirus-","El Heraldo","El periodismo necesita inversión. Para compartir esta nota utiliza los íconos que aparecen en la página.  Leer esta nota: https://www.elheraldo.hn/pais/1365840-466/toque-de-queda-honduras-coronavirus- Copyright © www.elheraldo.hn","03-21-2020","https://www.europapress.es/internacional/noticia-honduras-amplia-toque-queda-absoluto-todo-pais-coronavirus-20200321025641.html","europe press","Honduras extends the ""absolute curfew"" to the entire country due to the coronavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_eXNBeaPaP9dy0Fz","04-02-2020_Absolute curfew in all of Honduras starting this Friday at 6_00 in the afternoon - Diario El Heraldo.pdf",1009579,"application/pdf",NA,"7591633",NA,0,TRUE,"7591633","7591633"
"New Entry",NA,NA,NA,NA,"On March 15, Slovenia announces a temporary ban on the provision and sale of goods and services directly to consumers in the territory of the Republic of Slovenia from March 16 at 00.00. The temporary ban excludes remote provision and sale of goods and services to consumers and certain activities such as pharmacies, stores with food, shops with medical devices, petrol stations, banks, post offices, delivery services.","Restriction of Non-Essential Businesses",NA,NA,NA,NA,NA,NA,NA,NA,"Retail Businesses,Restaurants/Bars,Shopping Centers,Non-Essential Commercial Businesses,Personal Grooming (e.g. hair salons),Other","accommodation, catering, wellness, sports and recreational, cinematographic, cultural, hairdressing, cosmetics and pedicure services, including gaming and other similar activities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovenia","No, it is at the national level","Slovenia",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory with Exceptions (Please list exceptions in the text entry)","stores with food, including the sale of agricultural produce at farms; pharmacies; shops with medical and orthopaedic devices; the garden and agriculture programme in stores; farm shops; petrol stations; banks; post offices; delivery services; tobacconists and kiosks for the sale of newspapers and magazines, and other urgent services ensuring public safety and health.","National Government",NA,"03-15-2020","03-16-2020",NA,"04-03-2020","https://www.gov.si/en/news/2020-03-15-decisions-adopted-by-the-government-to-contain-covid-19-epidemic/","Government of Slovenia","Decisions adopted by the government to contain COVID-19 epidemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3NwWWSOXGRUWhbo","04-03-2020_Decisions adopted by the government to contain COVID-19 epidemic.pdf",56365,"application/pdf",NA,"3791519",NA,1,TRUE,"3791519","3791519"
"New Entry",NA,NA,NA,NA,"As of March 13, Berlin (Germany) temporarily prohibits events with a number of participants over 1000 people until April 19 by way of a general ruling to include all districts.","Restrictions of Mass Gatherings",NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","Yes, it is at the province/state level","Germany4",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"Ministry/Department of Health,Provincial/State Government",NA,"03-12-2020","03-13-2020","04-19-2020","04-03-2020","https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.906275.php","Senatsverwaltung für Gesundheit, Pflege und Gleichstellung","Coronavirus: Allgemeinverfügung durch zehn Bezirke tritt in Kraft, Gesundheitsverwaltung erlässt Verfügung für zwei fehlende Bezirke","04-03-2020","https://www.berlin.de/sen/gpg/_assets/service/pressestelle/2020/maerz/allgverfg_grossveranstaltungen.pdf","Senatsverwaltung für Gesundheit, Pflege und Gleichstellung","Allgemeinverfügung Großveranstaltungen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1onWnP6wwnBMHw4","04-03-2020_First gathering restriction.zip",146023,"application/x-zip-compressed",NA,"5126100",NA,0,TRUE,"5126100","5126100"
"Update on Existing Entry (type in Record ID in text box)",NA,"4011639",NA,"Until March 21 mass gatherings with more than 500 people were banned. Now further restrictions are applied.","NZ announces new restrictions of mass gatherings as further restrictions were applied.","Restrictions of Mass Gatherings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand","No, it is at the national level","New Zealand",NA,NA,NA,"","","","","","","","","","","",NA,NA,NA,NA,"National Government",NA,"03-22-2020","03-22-2020",NA,"03-23-2020","https://covid19.govt.nz/assets/COVID_Alert-levels_v2.pdf","NZ Government","New Zealand COVID-19 Alert Levels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3IQBNzuBHM6eF9k","04-02-2020_New Zealand COVID-19 Alert Levels.pdf",52217,"application/pdf",NA,"441330",NA,0,TRUE,"441330","4011639"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Denmark","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","France","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Germany","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Iran","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Italy","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Japan","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","Netherlands","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
"New Entry",NA,NA,NA,NA,"On March 13, the Bulgarian Government restricts outbound travels to Iran  Republic of Korea, Spain, Germany, Japan, Switzerland, Denmark,  Sweden, Netherlands, USA, China and Italy.","External Border Restrictions",NA,NA,NA,NA,NA,"Travel History Form (e.g. documents where traveler has recently been)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulgaria","No, it is at the national level","Bulgaria",NA,NA,NA,"One or more countries, but not all countries","South Korea","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory with Legal Penalties (Jail Time)",NA,"National Government,Military,Provincial/State Government,Police",NA,"03-13-2020","03-13-2020","04-13-2020","04-03-2020","https://www.bnt.bg/en/a/measures-and-restrictions-after-the-introduction-of-state-of-emergency","Bulgarian National Television","Measures and restrictions after the introduction of state of emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2uX2PaxlpN9l6Bl","03.04.2020_Measures and restrictions after the introduction of state of emergency.pdf",740569,"application/pdf",NA,"5588387",NA,0,TRUE,"5588387","5588387"
