"entry_type","entry_type_2_TEXT","entry_type_3_TEXT","notes_correction","notes_update","event_description","type","type_15_TEXT","type_quarantine","type_quarantine_4_TEXT","type_quarantine_5_TEXT","type_num_quarantine_days","type_ext_restrict","type_num_mass_gathering","type_schools","type_business","type_business_6_TEXT","type_health_resource","type_num_masks","type_num_ventilators","type_num_ppe","type_num_hand_sanit","type_num_test_kits","type_other_health_materials","type_num_hospitals","type_num_quaranCen","type_num_medCen","type_num_pubTest","type_num_research","type_other_health_infra","type_num_doctors","type_num_nurses","type_num_volunt","type_other_health_staff","type_other","init_country","init_country_level","index_prov","init_city","init_other_level","init_other","target_geog_level","target_country_region","target_country_197_TEXT","target_region_14_TEXT","target_geog_sublevel","target_province","target_city","target_other","target_who_what","target_who_what_10_TEXT","target_direction","travel_mechanism","travel_mechanism_9_TEXT","compliance","compliance_3_TEXT","enforcer","enforcer_7_TEXT","date_announced","date_start","date_end","sources_matrix_1_1","sources_matrix_1_2","sources_matrix_1_3","sources_matrix_1_4","sources_matrix_2_1","sources_matrix_2_2","sources_matrix_2_3","sources_matrix_2_4","sources_matrix_3_1","sources_matrix_3_2","sources_matrix_3_3","sources_matrix_3_4","sources_matrix_4_1","sources_matrix_4_2","sources_matrix_4_3","sources_matrix_4_4","sources_matrix_5_1","sources_matrix_5_2","sources_matrix_5_3","sources_matrix_5_4","sources_matrix_6_1","sources_matrix_6_2","sources_matrix_6_3","sources_matrix_6_4","sources_matrix_7_1","sources_matrix_7_2","sources_matrix_7_3","sources_matrix_7_4","source_file_Id","source_file_Name","source_file_Size","source_file_Type","notes","record_id","ra_check","check","validation","correct_record_match","policy_id"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Turkey","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Uganda","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Ukraine","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","United Arab Emirates","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","United Kingdom","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","United States","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Uruguay","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Uzbekistan","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Venezuela","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Vietnam","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Zambia","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"Update on Existing Entry (type in Record ID in text box)",NA,"4640429",NA,"April 3 the Ministry of health has published rules for self-isolation for travellers","Belarus on April 3, the Ministry of health defined and published a set of rules for self-isolation for travellers arriving from countries where cases of infection are registered.","Quarantine",NA,"Self-Quarantine (i.e. quarantine at home)",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belarus","No, it is at the national level","Belarus",NA,NA,NA,"One or more countries, but not all countries","Zimbabwe","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"04-03-2020","04-03-2020",NA,"04-03-2020","http://www.pravo.by/novosti/novosti-pravo-by/2020/april/48455/","National legal Internet portal of the Republic of Belarus.","Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3m9VzRm0VwjoSux","03-04-2020_PRAVO.BY_Rules of behavior in self-isolation of persons who arrived from countries where cases of COVID-19 are registered have been established.pdf",161892,"application/pdf","This update is part of an ongoing process of putting travellers under quarantine  in Belarus. After the government decree, the Ministry clarified the rules.","2952930",NA,0,TRUE,"2952930","4640429"
"New Entry",NA,NA,NA,NA,"On January 26, Chinese Center For Disease Control and Prevention announced that they had started to develop a vaccine against the deadly coronavirus. Researchers had isolated viruses and were selecting a strain.","Health Resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Health Materials",NA,NA,NA,NA,NA,"Vaccine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China","No, it is at the national level","China",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","Health-Related Supplies","","Inbound/Outbound","Not Applicable",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health",NA,"01-26-2020","01-26-2020",NA,"01-26-2020","http://www.nhc.gov.cn/xcs/fkdt/202001/267708251d2c42c5a10c428d04f4d73b.shtml","Xinhua","中国疾控中心开始研发新型冠状病毒疫苗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2aIHjHLAeH7HWTw","01-26-2020_[新华网] 中国疾控中心开始研发新型冠状病毒疫苗.pdf",333274,"application/pdf",NA,"6640302",NA,0,TRUE,"6640302","6640302"
"New Entry",NA,NA,NA,NA,"Papua New Guinea's land border with Indonesia has been closed on Jan. 30","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","No, it is at the national level","Papua New Guinea",NA,NA,NA,"One or more countries, but not all countries","Indonesia","","","","","","","All Travelers (Citizen Travelers + Foreign Travelers )","","Inbound/Outbound","Land Border",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Police",NA,"01-30-2020","01-30-2020",NA,"04-03-2020","https://www.rnz.co.nz/international/pacific-news/408486/png-indonesia-land-border-temporarily-closed-due-to-virus-threat","Radio New Zealand","PNG-Indonesia land border temporarily closed due to virus threat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2frJNGZkqyqdYdB","04-03-2020_PNG-Indonesia land border temporarily closed due to virus threat.pdf",141154,"application/pdf",NA,"6040410",NA,0,TRUE,"6040410","6040410"
"New Entry",NA,NA,NA,NA,"Papua New Guinea's land border with Indonesia has been closed on Jan. 30","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","No, it is at the national level","Papua New Guinea",NA,NA,NA,"One or more countries, but not all countries","Papua New Guinea","","","","","","","All Travelers (Citizen Travelers + Foreign Travelers )","","Inbound/Outbound","Land Border",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Police",NA,"01-30-2020","01-30-2020",NA,"04-03-2020","https://www.rnz.co.nz/international/pacific-news/408486/png-indonesia-land-border-temporarily-closed-due-to-virus-threat","Radio New Zealand","PNG-Indonesia land border temporarily closed due to virus threat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2frJNGZkqyqdYdB","04-03-2020_PNG-Indonesia land border temporarily closed due to virus threat.pdf",141154,"application/pdf",NA,"6040410",NA,0,TRUE,"6040410","6040410"
"New Entry",NA,NA,NA,NA,"Beginning on March 22, Gabon is implementing a country-wide curfew from 7:30pm to 6:00am.","Curfew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","No, it is at the national level","Gabon",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"03-21-2020","03-22-2020",NA,"04-03-2020","https://ga.usembassy.gov/u-s-citizen-services/coronavirus-update/","U.S. Embassy in Gabon","Gabon COVID-19 Information","04-03-2020","https://www.osac.gov/Content/Report/176a78fa-833a-4107-b0ec-184133e4bff8","OSAC","Health Alert: Gabon, Confirmed COVID19 cases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1ps45zFTpBzO3RO","Curfew sources.zip",246789,"application/zip","A Facebook post on the official Gabon Covid-19 Information page suggests that there could be exceptions to this rule.","2813029",NA,0,TRUE,"2813029","2813029"
"New Entry",NA,NA,NA,NA,"As of 31 March,2020 the government of Uganda declared a nationwide lockdown.

Private vehicles were banned from roads.

Closure of all shopping malls,Arcades,hardware shops,business selling non food items,saloons,lodges and garages for 14 days was declared mandatory.","Restriction of Non-Essential Businesses",NA,NA,NA,NA,NA,NA,NA,NA,"Retail Businesses,Shopping Centers,Non-Essential Commercial Businesses,Personal Grooming (e.g. hair salons),Other","Bars,lodges,garages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda","No, it is at the national level","Uganda",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory with Fines",NA,"National Government,Ministry/Department of Health,Military,Police",NA,"03-31-2020","04-01-2020","04-14-2020","04-03-2020","Ug.USembassy.gov/cov","US Embassy","Covid-19/information page/ US. Embassy in Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1hRb1UAJKJHgT3y","Jane Murutu - 2020-03-31 (3).pdf",161305,"application/pdf",NA,"9712913",NA,0,TRUE,"9712913","9712913"
"New Entry",NA,NA,NA,NA,"On January 27, Beijing medical team of 136 members departed for Wuhan","Health Resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctors,Nurses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China","Yes, it is at the province/state level","China3",NA,NA,NA,"A geographical or administrative unit within a country","China","","","One or more cities within a country","","Wuhan","","Health Staff","","Inbound/Outbound","Not Applicable",NA,"Mandatory (Unspecified/Implied)",NA,"Ministry/Department of Health,Provincial/State Government",NA,"01-27-2020","01-27-2020",NA,"01-28-2020","http://www.nhc.gov.cn/xcs/fkdt/202001/0745e532bfd0424ea797442ede8638bd.shtml","National Health Commission","北京：136人，整装集结，驰援武汉！",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1rxBgo4bzmPgaxr","01-28-2020_北京：136人，整装集结，驰援武汉！.pdf",45203976,"application/pdf",NA,"6197725",NA,0,TRUE,"6197725","6197725"
"New Entry",NA,NA,NA,NA,"Canada, ON, March 11 ""Our government has also recently instructed long-term care homes to begin active screening of staff, students, volunteers, visitors, residents moving into a long-term care home and residents returning to a long-term care home. These individuals will now be proactively checked for symptoms and asked about recent travel history and contacts.""","Health Monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Yes, it is at the province/state level","Canada10",NA,NA,NA,"A geographical or administrative unit within a country","Canada","","","One or more provinces within a country","Ontario","","","All (Travelers + Residents)","","Inbound","Not Applicable",NA,"Voluntary/Recommended but No Penalties",NA,"Provincial/State Government",NA,"03-11-2020","03-11-2020",NA,"03-11-2020","https://news.ontario.ca/mltc/en/2020/03/ontario-enhancing-covid-19-protections-for-long-term-care-residents-families-and-staff.html","Government of Ontario","Ontario Enhancing COVID-19 Protections for Long-Term Care Residents, Families and Staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_OPEgBYSOMze5pUB","04-03-2020_Newsroom _ Ontario Enhancing COVID-19 Protections for Long-Term Care Residents, Families and Staff.pdf",44802,"application/pdf",NA,"5794247",NA,0,TRUE,"5794247","5794247"
